,pPTEN,pPI3K,pAKT,pGSK3B,PTEN,PI3K,AKT,GSK3B,LPS,bpV,LY294002,HDACi,LiCl,ATP,ADP,P2Y12G
7.892889288928893,0.10043754205935425,0.9131053800276743,0.6132766777145782,0.4070708097162476,0.8995624579406465,0.08689461997232627,0.3867233222854214,0.5929291902837528,1.989228495869992,0.0,0.0,0.0,0.0,1.1054880731318648,0.6868508349365751,0.39544936187484925
7.9927992799279926,0.10044579297761755,0.9131818743636447,0.6140520686551878,0.4078764499423773,0.8995542070223832,0.08681812563635578,0.3859479313448118,0.5921235500576231,1.989228495869992,0.0,0.0,0.0,0.0,1.094498134403107,0.6909578057652792,0.39738643689423403
8.092709270927092,0.10045080783694453,0.9132552090857085,0.6147866448571885,0.4086372834710874,0.8995491921630562,0.08674479091429212,0.38521335514281113,0.591362716528913,1.989228495869992,0.0,0.0,0.0,0.0,1.0836174494769937,0.6949152391457297,0.3992456393372873
8.192619261926191,0.10045283692831354,0.9133255049805569,0.6154825388762653,0.40935581767653384,0.8995471630716871,0.08667449501944376,0.38451746112373436,0.5906441823234665,1.989228495869992,0.0,0.0,0.0,0.0,1.0728449322162714,0.6987257024462903,0.40102953909803335
8.292529252925291,0.1004521146002825,0.913392877002964,0.6161417714203375,0.41003441974193383,0.8995478853997182,0.08660712299703656,0.3838582285796621,0.5899655802580666,1.989228495869992,0.0,0.0,0.0,0.0,1.0621795073072515,0.7023917266569509,0.40274059943866164
8.392439243924391,0.10044886011591928,0.9134574346071976,0.6167662567226528,0.410675323983092,0.8995511398840814,0.08654256539280292,0.3832337432773467,0.5893246760169084,1.989228495869992,0.0,0.0,0.0,0.0,1.0516201101415588,0.7059158069002763,0.4043811827417758
8.492349234923491,0.1004432795700689,0.9135192824668712,0.617357814205333,0.41128064584745927,0.8995567204299318,0.08648071753312941,0.3826421857946666,0.5887193541525412,1.989228495869992,0.0,0.0,0.0,0.0,1.0411656866238894,0.7093004032742812,0.40595355395789035
8.592259225922591,0.10043556549130374,0.9135785199365641,0.6179181662737822,0.4118523797976898,0.8995644345086969,0.0864214800634364,0.38208183372621735,0.5881476202023106,1.989228495869992,0.0,0.0,0.0,0.0,1.0308151931729181,0.7125479408395431,0.407459882828018
8.692169216921691,0.1004258976647145,0.9136352412415223,0.6184489434457866,0.41239240593411425,0.8995741023352862,0.08636475875847827,0.38155105655421295,0.5876075940658861,1.989228495869992,0.0,0.0,0.0,0.0,1.020567596615305,0.7156608100785001,0.4089022477295341
8.792079207920791,0.10041444452347587,0.9136895363110412,0.6189516929368988,0.41290250072051693,0.8995855554765249,0.08631046368895931,0.3810483070631008,0.5870974992794835,1.989228495869992,0.0,0.0,0.0,0.0,1.010421874024891,0.7186413675944349,0.41028264005010223
8.891989198919891,0.10040136351830817,0.9137414909375764,0.6194278811113819,0.41338434054896706,0.8995986364816925,0.08625850906242408,0.38057211888861764,0.5866156594510334,1.989228495869992,0.0,0.0,0.0,0.0,1.0003770126489353,0.721491936425659,0.41160296793066203
8.99189918991899,0.10038680189319173,0.9137911869487296,0.6198788983556173,0.4138395079190563,0.899613198106809,0.08620881305127083,0.3801211016443823,0.5861604920809442,1.989228495869992,0.0,0.0,0.0,0.0,0.9904320097995818,0.7242148065136281,0.41286505975828347
9.09180918091809,0.10037089715651501,0.9138387025223723,0.620306062195825,0.4142694957280199,0.8996291028434856,0.0861612974776281,0.3796939378041746,0.5857305042719806,1.989228495869992,0.0,0.0,0.0,0.0,0.9805858727587656,0.7268122351070055,0.4140706681309193
9.19171917191719,0.10035377782227158,0.9138841122108384,0.6207106219761167,0.41467571325961977,0.8996462221777292,0.08611588778916208,0.3792893780238829,0.5853242867403807,1.989228495869992,0.0,0.0,0.0,0.0,0.9708376186751353,0.7292864472063367,0.41522147307076335
9.29162916291629,0.10033556375705242,0.9139274866679623,0.6210937612983158,0.415059489421121,0.8996644362429483,0.08607251333203812,0.3789062387016839,0.5849405105788795,1.989228495869992,0.0,0.0,0.0,0.0,0.9611862744705474,0.7316396359579059,0.4163190848739696
9.39153915391539,0.10031636688534919,0.9139688932766165,0.6214566024610759,0.41542207859391944,0.8996836331146516,0.086031106723384,0.37854339753892363,0.5845779214060812,1.989228495869992,0.0,0.0,0.0,0.0,0.9516308767383901,0.7338739630910182,0.41736504805626146
9.49144914491449,0.10029629149097043,0.9140083964861433,0.6218002085997063,0.41576466351861446,0.8997037085090304,0.08599160351385716,0.37819979140029336,0.5842353364813861,1.989228495869992,0.0,0.0,0.0,0.0,0.9421704716529322,0.7359915592970534,0.4183608440677336
9.59135913591359,0.10027543497922564,0.9140460576724827,0.6221255884982875,0.4160883615404389,0.8997245650207751,0.08595394232751773,0.3778744115017121,0.5839116384595617,1.989228495869992,0.0,0.0,0.0,0.0,0.9328041148644278,0.737994524683488,0.41930789515066463
9.69126912691269,0.10025388797515353,0.9140819355516199,0.6224336975404529,0.41639422586185026,0.8997461120248472,0.08591806444838064,0.37756630245954675,0.5836057741381504,1.989228495869992,0.0,0.0,0.0,0.0,0.9235308714153422,0.7398849291169325,0.42020756612114407
9.79117911791179,0.10023173480323302,0.9141160863851684,0.622725440877023,0.4166832497058006,0.8997682651967678,0.08588391361483204,0.3772745591229766,0.5833167502942,1.989228495869992,0.0,0.0,0.0,0.0,0.9143498156444372,0.7416648126299319,0.42106116748126876
